data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.LastInteractive,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.userTime,data.average.firstView.userTime.snaptr,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,6336.0,6277.0,6277.700000006,6277.6000000013,6541,4477,10838.0,6336.0,0,1,702,1,3293536,3213027,51807,42491,0,,17963,6335,6327,6326,4486,17,6277,6277,6231,6277,6277,6277,6277,18043,17963,4883,4486,4486,26,23627.0,0.0,1542395380.301475,17963,17964,6336,6328,1037,6327,0,0,171986,238249,1,6278,6278,6231,6278,6277.6000000013,6278,23627,18299,38.9859394972,15458,2151328,212253,969456,11400,0.74,0.87,,,5541.139,,5541.149,,7280,0.58,0.9,18044,17964,17963,0,-1,-1,1,6300,218,156,218,164,1,53,99999,1,36,91,-1,79,-1,-1,100,100,-1,0,0,4,0,1,0,31333,0,13330.0,13330.0,11400,7300,7300,7500,7500,9000,9000,1542395521,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181116_PA_8d9fa30ebf4d19a746d16059336a0787,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181116_PA_8d9fa30ebf4d19a746d16059336a0787,https://jet.com/search?term=socks,VM3-03-192.168.11.110,https://jet.com/search?term=socks,16,11,search,46,2018,200,Test Complete,18.1
24,4180.0,4098.0,4098.2000000004,4098.2000000004,4421,2247,11751.0,4098.0,0,1,701,1,3236790,3127729,50922,40658,0,,14766,4179,4164,4163,2264,20,4098,4098,4052,4098,4098,4098,4098,14864,14766,2723,2262,2262,26,21763.0,0.0,1542438727.151642,14767,14767,4180,4164,1053,4164,0,0,165853,249818,1,4098,4098,4053,4098,4098.2000000004,4098,21763,19670,46.1195779601,15456,2176590,179583,887288,9100,0.74,0.87,0.22,1450.41,5087.572,8166.935,5087.59,30896.354,6433,0.31,0.9,14864,14767,14767,0,-1,-1,1,4100,218,144,218,162,1,55,99999,1,37,94,-1,80,-1,-1,100,100,-1,0,0,4,0,1,0,30491,0,11090.0,11090.0,9100,5100,5200,5800,5800,9000,9000,1542438819,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181117_VZ_d51857f68ba5f24c4d3b0d65794c6ce6,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181117_VZ_d51857f68ba5f24c4d3b0d65794c6ce6,https://jet.com/search?term=socks,VM1-07-192.168.11.94,https://jet.com/search?term=socks,17,11,search,46,2018,200,Test Complete,18.1
24,3909.0,3804.0,3804.6000000002,3804.6000000002,4037,2103,12147.0,3804.0,0,1,704,1,3335744,3242280,48013,41759,0,,15499,3908,3889,3888,2114,17,3804,3804,3768,3804,3804,3804,3804,15519,15499,2520,2113,2113,27,22148.0,0.0,1542482757.199543,15500,15500,3909,3889,1016,3889,0,0,166412,242015,1,3805,3805,3769,3805,3804.6000000002,3805,22148,16959,38.5629831742,15451,2170642,197979,992111,8800,0.74,0.87,0.27,1921.674,4952.007000000001,5785.861999999999,4952.018,31561.357000000004,6506,0.31,0.9,15520,15500,15500,0,-1,-1,1,3800,217,155,217,157,1,59,99999,1,37,92,-1,81,-1,-1,100,100,-1,0,0,4,0,1,0,30089,0,10699.0,10699.0,8800,4700,4900,4900,5000,9000,9000,1542482850,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181117_HH_71f1d6f6a9a32f4cb34d744bea4054db,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181117_HH_71f1d6f6a9a32f4cb34d744bea4054db,https://jet.com/search?term=socks,VM4-06-192.168.11.124,https://jet.com/search?term=socks,17,11,search,46,2018,200,Test Complete,18.1
24,4172.0,4091.0,4091.8999999994,4091.8999999994,4382,2037,15778.0,4091.0,0,1,700,1,3313098,3204078,51449,42276,0,,14363,4172,4156,4156,2051,9,4091,4091,3992,4091,4091,4091,4091,14492,14363,2554,2050,2050,28,21536.0,0.0,1542526864.572028,14364,14364,4172,4157,1030,4157,0,0,169911,259923,1,4092,4092,3992,4092,4091.8999999994,4092,21536,20339,48.5325697924,44883,2205245,206420,933497,8400,0.74,0.87,0.2,1643.579,5093.222,8888.028,5093.234,31363.865,6787,0.31,0.9,14493,14364,14364,0,-1,-1,1,4200,215,146,215,159,1,55,99999,1,38,94,-1,78,-1,-1,98,100,-1,0,0,4,0,1,0,31006,0,10423.0,10423.0,8400,4800,5000,5000,5200,9000,9000,1542526983,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181118_00_7a67d017908f68c9294141adb9dfaa53,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181118_00_7a67d017908f68c9294141adb9dfaa53,https://jet.com/search?term=socks,VM2-08-192.168.11.105,https://jet.com/search?term=socks,18,11,search,46,2018,200,Test Complete,18.1
24,4275.0,4216.0,4216.8000000001,4216.8000000001,4589,2319,7134.0,,0,1,699,2,3473070,3364119,50503,42931,0,,14692,4275,4263,4262,2328,12,4216,4216,4177,4216,4216,4216,4216,14717,14692,2733,2327,2327,28,21744.0,0.0,1542570177.672554,14692,14692,4275,4263,1020,4262,0,0,178793,271891,1,4217,4217,4177,4217,4216.8000000001,4217,21744,16200,37.9124736719,15456,2168826,207963,1130971,9000,0.74,0.87,0.18,1952.499,5471.097,8795.211,5471.107,27850.558000001,6961,0.31,0.9,14718,14692,14692,0,-1,-1,1,4200,214,148,214,155,1,58,99999,1,38,93,-1,82,-1,-1,100,100,-1,0,0,2,0,1,0,29609,0,10900.0,10900.0,9000,5600,5600,5900,9000,9000,9000,1542570269,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181118_D8_b17f794b0b488a92016112e84b5a07ae,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181118_D8_b17f794b0b488a92016112e84b5a07ae,https://jet.com/search?term=socks,VM4-03-192.168.11.122,https://jet.com/search?term=socks,18,11,search,46,2018,200,Test Complete,18.1
24,4203.0,4123.0,4124.000000003401,4124.000000003401,4408,2213,12065.0,4123.0,0,1,704,1,3215498,3184712,48455,43077,0,15011.0,16522,4202,4188,4187,2227,23,4123,4124,4020,4124,4124,4123,4123,16546,16523,2691,2226,2226,26,22691.0,0.0,1542614279.88048,16523,16523,4203,4188,996,4188,0,0,157022,222551,1,4124,4124,4020,4124,4124.000000003401,4124,22691,18500,40.5790743584,44881,2190935,199429,912730,9300,0.74,0.87,0.26,1008.7645,5053.2,5909.4919999999975,5053.210999999998,31154.44,6423,0.31,0.9,16546,16523,16523,0,-1,-1,1,4200,216,157,216,156,1,59,99999,1,36,92,-1,79,-1,-1,98,100,-1,0,0,2,0,1,0,30909,0,11575.0,11575.0,9300,5000,5000,5100,5300,9000,9000,1542614371,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181119_TK_d61af676861276486c01d3a1026ecd55,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181119_TK_d61af676861276486c01d3a1026ecd55,https://jet.com/search?term=socks,VM1-04-192.168.11.91,https://jet.com/search?term=socks,19,11,search,47,2018,200,Test Complete,18.1
24,4509.0,4446.0,4446.200000005801,4446.200000005801,4733,2436,12074.0,4446.0,0,1,704,1,3242207,3146035,51128,41994,0,,15276,4509,4501,4501,2447,13,4446,4446,4396,4446,4446,4446,4446,15334,15276,2900,2446,2446,27,22323.0,0.0,1542657976.9326868,15276,15276,4509,4502,1041,4501,0,0,163031,245018,1,4446,4446,4396,4446,4446.200000005801,4446,22323,19559,44.9758565187,15450,2149742,197170,919932,9500,0.74,0.87,0.22,2096.468,5129.708,8293.494,5129.727,31311.502,6598,0.31,0.9,15334,15276,15276,0,-1,-1,1,4500,215,146,215,158,1,56,99999,1,37,94,-1,79,-1,-1,100,100,-1,0,0,4,0,1,0,30256,0,11380.0,11380.0,9500,5100,5200,6400,6400,9000,9000,1542658070,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181119_JE_c37274ef72334139e3103994803dcdd5,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181119_JE_c37274ef72334139e3103994803dcdd5,https://jet.com/search?term=socks,VM4-07-192.168.11.125,https://jet.com/search?term=socks,19,11,search,47,2018,200,Test Complete,18.1
24,3886.0,3818.0,3818.8999999984003,3818.8999999984003,4170,2085,8081.0,,0,1,702,1,3270116,3167825,50009,42668,0,,14420,3886,3871,3871,2096,21,3818,3818,3769,3818,3818,3818,3818,14458,14420,2610,2095,2095,26,20848.0,0.0,1542702059.10896,14421,14420,3886,3871,1057,3871,0,0,174285,256795,1,3819,3819,3770,3819,3818.8999999984003,3819,20848,17869,36.057304277600004,15453,2173898,201721,922809,8500,0.74,0.87,0.36,2001.6760000000002,5004.879,8096.568,5004.89,8096.568,6629,0.31,0.9,14458,14420,14421,0,-1,-1,1,3900,214,151,214,158,1,55,99999,1,37,93,-1,79,-1,-1,100,100,-1,0,0,3,0,1,0,29781,0,10382.0,10382.0,8500,4900,5200,5200,5200,9000,9000,1542702145,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181120_54_b69cd332a1a3cd778582106d560d115e,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181120_54_b69cd332a1a3cd778582106d560d115e,https://jet.com/search?term=socks,VM4-05-192.168.11.123,https://jet.com/search?term=socks,20,11,search,47,2018,200,Test Complete,18.1
24,4112.0,4049.0,4049.8000000007,4049.8000000007,6183,2200,18664.0,4049.0,0,1,736,2,3500712,3457498,49377,43979,0,,15443,4112,4098,4098,2212,22,4049,4049,3995,4049,4049,4049,4049,15466,15444,2630,2211,2211,25,19458.0,88.0,1542745796.535094,15444,15444,4112,4099,1132,4098,0,0,201816,261061,1,4050,4050,3996,4050,4049.8000000007,4050,19546,18100,38.9582436505,15450,2179054,202963,1119138,15000,0.74,0.87,0.13,2319.512,5073.463,8300.9,5073.478,29565.636000000002,12963,0.31,0.9,15467,15444,15444,0,-1,-1,1,4100,203,160,203,152,1,50,99999,1,38,93,-1,82,-1,-1,100,100,-1,0,0,2,0,1,0,28201,0,11003.0,11003.0,15000,14900,15000,15000,15000,9000,9000,1542745887,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181120_NG_ec09419e7fdc897818e1cda1b85e78c8,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181120_NG_ec09419e7fdc897818e1cda1b85e78c8,https://jet.com/search?term=socks,VM2-03-192.168.10.71,https://jet.com/search?term=socks,20,11,search,47,2018,200,Test Complete,18.1
24,4347.0,4298.0,4298.1,4298.1,6380,2399,6686.0,,0,1,701,1,3258141,3227734,50233,44300,0,,15835,4346,4330,4330,2412,19,4298,4298,4228,4298,4298,4298,4298,15910,15835,2914,2411,2411,27,21741.0,0.0,1542789899.933995,15836,15836,4347,4331,1073,4331,0,0,168449,240212,1,4298,4298,4229,4298,4298.1,4298,21741,19169,36.9079707355,15450,2139025,198246,916168,15100,0.74,0.87,0.19,1892.346,4763.306,5753.669,4763.322,27093.515,11707,0.31,0.9,15911,15836,15836,0,-1,-1,1,4300,221,163,221,162,1,58,99999,1,37,93,-1,79,-1,-1,100,100,-1,0,0,4,0,1,0,30813,0,11152.0,11152.0,15100,15000,15100,15100,15100,9000,9000,1542789990,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181121_31_a35c687d37a125cb3166c053798ebbe6,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181121_31_a35c687d37a125cb3166c053798ebbe6,https://jet.com/search?term=socks,VM3-07-192.168.10.86,https://jet.com/search?term=socks,21,11,search,47,2018,200,Test Complete,18.1
24,4212.0,4141.0,4141.7999999976,4141.7999999976,6167,2251,11771.0,4141.0,0,1,706,1,3224523,3181357,49424,44055,0,,15409,4212,4196,4196,2261,11,4141,4141,4084,4141,4141,4141,4141,15433,15409,2686,2260,2260,26,19477.0,0.0,1542833429.528322,15409,15409,4212,4197,1149,4196,0,0,187189,241781,1,4142,4142,4084,4142,4141.7999999976,4142,19477,18760,40.3788204908,15452,2146859,189918,875403,15000,0.74,0.87,0.16,1763.5339999999999,4672.906,7826.641,4672.923,25128.587999992404,11492,0.31,0.9,15433,15409,15409,0,-1,-1,1,4100,202,160,202,150,1,51,99999,1,38,94,-1,79,-1,-1,100,100,-1,0,0,3,0,1,0,27853,0,11024.0,11024.0,15000,14900,14900,14900,15000,9000,9000,1542833514,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181121_3C_a97a7fa387372e0feb2ce7af2a6e5a53,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181121_3C_a97a7fa387372e0feb2ce7af2a6e5a53,https://jet.com/search?term=socks,VM1-07-192.168.10.65,https://jet.com/search?term=socks,21,11,search,47,2018,200,Test Complete,18.1
24,4336.0,4263.0,4263.2000000012,4263.2000000012,4496,2399,12101.0,4263.0,0,1,700,1,3238060,3144639,52793,42769,0,,16091,4335,4319,4318,2412,4,4263,4263,4165,4263,4263,4263,4263,16181,16091,2882,2410,2410,27,22088.0,0.0,1542877964.7031,16091,16091,4336,4319,1036,4319,0,0,164460,229669,1,4263,4263,4165,4263,4263.2000000012,4263,22088,20060,39.5193065406,15451,2141978,201801,922927,9500,0.74,0.87,0.29,2045.694,4818.83,5790.589,4818.844,31603.92,6047,0.31,0.9,16181,16091,16091,0,-1,-1,1,4300,221,153,221,163,1,57,99999,1,38,94,-1,79,-1,-1,100,100,-1,0,0,4,0,1,0,31128,0,11434.0,11434.0,9500,4300,5100,5400,5500,9000,9000,1542878058,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181122_VC_74addc1a8292077c2de7f13e30a54a9b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181122_VC_74addc1a8292077c2de7f13e30a54a9b,https://jet.com/search?term=socks,VM2-02-192.168.10.70,https://jet.com/search?term=socks,22,11,search,47,2018,200,Test Complete,18.1
24,4814.0,4753.0,4753.0999999944,4753.0999999944,5032,2894,11982.0,4753.0,0,1,698,1,3190724,3151640,47981,42643,0,,15434,4813,4799,4798,2908,16,4753,4753,4690,4753,4753,4753,4753,15449,15435,3310,2908,2908,24,19439.0,0.0,1542921216.454351,15435,15435,4814,4799,1048,4798,0,0,192851,251306,1,4753,4753,4691,4753,4753.0999999944,4753,19439,16240,34.932243493200005,15453,2135662,201462,945205,9500,0.74,0.87,0.28,1829.9070000000002,4863.596,5757.279,4863.606,26235.8809999924,6390,0.31,0.9,15449,15435,15435,0,-1,-1,1,4800,189,148,189,140,1,48,99999,1,37,93,-1,79,-1,-1,100,100,-1,0,0,2,0,1,0,27019,0,11329.0,11329.0,9500,5700,5700,6000,6000,9000,9000,1542921301,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181122_18_f1e867fde76e39d491bc4e69bec12b2c,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181122_18_f1e867fde76e39d491bc4e69bec12b2c,https://jet.com/search?term=socks,VM4-05-192.168.10.93,https://jet.com/search?term=socks,22,11,search,47,2018,200,Test Complete,18.1
24,4378.0,4286.0,4286.4999999983,4286.4999999983,4472,2415,19126.0,4286.0,0,1,696,1,3290335,3196914,49135,42920,0,,15744,4378,4365,4364,2425,13,4286,4286,4217,4286,4286,4286,4286,15768,15744,2891,2423,2423,26,21602.0,86.0,1542965316.0798519,15745,15744,4378,4365,1016,4364,0,0,170722,239828,1,4286,4286,4217,4287,4286.4999999983,4286,21688,18140,35.9207920792,15454,2141902,208953,975346,9200,0.74,0.87,0.26,1850.645,4942.129,7235.559,4942.148,30801.355,6094,0.31,0.9,15769,15745,15745,0,-1,-1,1,4300,213,153,213,156,1,56,99999,1,38,93,-1,79,-1,-1,100,100,-1,0,0,4,0,1,0,30638,0,10924.0,10924.0,9200,4300,5000,5100,5500,9000,9000,1542965407,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181123_TB_d336a8c118501761fc09a8e0ce612739,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181123_TB_d336a8c118501761fc09a8e0ce612739,https://jet.com/search?term=socks,VM4-04-192.168.10.92,https://jet.com/search?term=socks,23,11,search,47,2018,200,Test Complete,18.1
24,4454.0,4392.0,4392.9999999964,4392.8999999989,4683,2431,8721.0,,0,1,699,1,3266786,3164553,49561,41903,0,,15325,4454,4440,4439,2442,8,4392,4392,4334,4392,4392,4392,4392,15394,15325,2847,2441,2441,25,21643.0,0.0,1543009171.1934009,15325,15325,4454,4440,1027,4440,0,0,170038,245428,1,4393,4393,4334,4393,4392.8999999989,4393,21643,18500,36.6409189939,44879,2167295,205029,930410,9100,0.74,0.87,0.41,2240.0460000000007,4891.93,7421.391,4891.942,7421.391,6345,0.31,0.9,15394,15326,15325,0,-1,-1,1,4400,213,148,213,161,1,51,99999,1,36,91,-1,78,-1,-1,98,100,-1,0,0,3,0,1,0,30388,0,11010.0,11010.0,9100,4400,5200,5500,9100,9000,9000,1543009261,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181123_PD_24d902a3e551df441a6381a8d1b93000,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181123_PD_24d902a3e551df441a6381a8d1b93000,https://jet.com/search?term=socks,VM1-02-192.168.10.60,https://jet.com/search?term=socks,23,11,search,47,2018,200,Test Complete,18.1
24,4435.0,4371.0,4371.2999999989,4371.2000000087,4658,2307,6829.0,,0,1,702,1,3147877,3117133,48088,42727,0,13873.0,15841,4435,4421,4421,2329,15,4371,4371,4318,4371,4371,4371,4371,15858,15841,2735,2326,2326,26,21495.0,0.0,1543053233.594147,15841,15841,4435,4421,989,4421,0,0,164054,230318,1,4371,4371,4319,4371,4371.2000000087,4371,21495,18109,35.3296917675,15450,2128038,200452,909313,9300,0.74,0.87,0.29,1917.457,4761.065,5671.625,4761.077,31415.28,6278,0.31,0.9,15858,15841,15841,0,-1,-1,1,4400,211,154,211,153,1,57,99999,1,37,93,-1,78,-1,-1,100,100,-1,0,0,3,0,1,0,29871,0,11047.0,11047.0,9300,5200,5900,5900,5900,9000,9000,1543053323,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181124_WF_b7a1147f68d2796c269864533c33d620,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181124_WF_b7a1147f68d2796c269864533c33d620,https://jet.com/search?term=socks,VM3-04-192.168.10.83,https://jet.com/search?term=socks,24,11,search,47,2018,200,Test Complete,18.1
24,4322.0,4253.0,4253.699999986599,4253.699999986599,4444,2337,15456.0,4253.0,0,1,703,1,3206743,3113694,50133,43898,0,,20423,4321,4305,4305,2354,42,4253,4253,4201,4253,4253,4253,4253,20444,20424,2760,2352,2352,30,24730.0,0.0,1543096969.5110052,20424,20424,4322,4306,1045,4305,0,0,143202,172150,1,4254,4254,4201,4254,4253.699999986599,4254,24730,24209,43.978201634899996,15451,2136177,198705,896777,12200,0.74,0.87,0.25,1823.9920000000002,4870.652,7216.081,4870.665,31250.012000000002,6293,0.31,0.9,20445,20424,20424,0,-1,-1,1,4200,220,163,220,154,1,65,99999,1,38,93,-1,78,-1,-1,100,100,-1,0,0,4,0,1,0,35578,0,13372.0,13372.0,12200,4200,5100,5300,5300,9000,9000,1543097069,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181124_QX_aa1a32ef687176543c1477fe7b6bc922,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181124_QX_aa1a32ef687176543c1477fe7b6bc922,https://jet.com/search?term=socks,VM4-05-192.168.10.93,https://jet.com/search?term=socks,24,11,search,47,2018,200,Test Complete,18.1
24,4127.0,4071.0,4071.100000001,4071.100000001,4309,2151,8278.0,,0,1,701,1,3278678,3185257,51534,42557,0,,15425,4127,4115,4114,2163,15,4071,4071,4026,4071,4071,4071,4071,15494,15425,2596,2162,2162,26,21174.0,0.0,1543141067.441944,15426,15425,4127,4115,1031,4114,0,0,172353,239944,1,4071,4071,4026,4071,4071.100000001,4071,21174,18480,37.0044052863,44878,2171340,202069,932901,8700,0.74,0.87,0.25,1869.681,4900.603,7917.161,4900.614000000001,27149.643999992404,6077,0.31,0.9,15494,15425,15426,0,-1,-1,1,4100,221,155,221,164,1,56,99999,1,37,93,-1,79,-1,-1,98,100,-1,0,0,3,0,1,0,30559,0,10721.0,10721.0,8700,4100,5000,5800,5800,9000,9000,1543141159,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181125_AD_04bbb5df935975d52b3f41bbe0ed07b2,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181125_AD_04bbb5df935975d52b3f41bbe0ed07b2,https://jet.com/search?term=socks,VM1-01-192.168.10.43,https://jet.com/search?term=socks,25,11,search,47,2018,200,Test Complete,18.1
24,4473.0,4413.0,4413.5000000024,4413.5000000024,4657,2486,8787.0,,0,1,700,1,3162962,3130572,47978,42640,0,14350.0,15646,4473,4459,4459,2498,33,4413,4413,4371,4413,4413,4413,4413,15667,15646,2903,2497,2497,26,21874.0,0.0,1543184370.849361,15647,15647,4473,4460,966,4459,0,0,163140,237867,1,4414,4414,4372,4414,4413.5000000024,4414,21874,19759,38.5410571484,15449,2122431,200162,930099,10000,0.74,0.87,0.28,1963.175,4665.566,7467.189,4665.58,31185.144,5716,0.31,0.9,15667,15647,15647,0,-1,-1,1,4500,210,151,210,152,1,57,99999,1,37,93,-1,79,-1,-1,100,100,-1,0,0,3,0,1,0,30794,0,11485.0,11485.0,10000,4500,5100,5200,5400,9000,9000,1543184463,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181125_2Z_63a64a9b2f63496f58322d7a3a313568,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181125_2Z_63a64a9b2f63496f58322d7a3a313568,https://jet.com/search?term=socks,VM1-08-192.168.10.66,https://jet.com/search?term=socks,25,11,search,47,2018,200,Test Complete,18.1
24,3998.0,3938.0,3938.2999999943,3938.2999999943,4147,2127,8347.0,,0,1,698,1,3258888,3156601,48588,42347,0,,15034,3997,3982,3981,2144,16,3938,3938,3890,3938,3938,3938,3938,15069,15034,2537,2140,2140,25,21371.0,0.0,1543228466.857328,15035,15035,3998,3983,1030,3982,0,0,169345,244546,1,3938,3938,3890,3938,3938.2999999943,3938,21371,18379,36.489974191,15455,2143547,202210,942202,8700,0.74,0.87,0.24,1855.898,5123.098,7582.88,5123.11,31501.261000015296,6164,0.31,0.9,15070,15035,15035,0,-1,-1,1,4000,215,153,215,158,1,56,99999,1,38,93,-1,79,-1,-1,100,100,-1,0,0,3,0,1,0,30272,0,10613.0,10613.0,8700,4000,4700,4800,5000,9000,9000,1543228559,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,181126_PQ_9207e0f64ebdfee988626ade9a0cd04d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=181126_PQ_9207e0f64ebdfee988626ade9a0cd04d,https://jet.com/search?term=socks,VM3-04-192.168.10.83,https://jet.com/search?term=socks,26,11,search,48,2018,200,Test Complete,18.1
