data.average.firstView.Colordepth,data.average.firstView.FirstInteractive,data.average.firstView.LastInteractive,data.average.firstView.PerformancePaintTiming.first-contentful-paint,data.average.firstView.PerformancePaintTiming.first-paint,data.average.firstView.SpeedIndex,data.average.firstView.TTFB,data.average.firstView.TTIMeasurementEnd,data.average.firstView.TimeToInteractive,data.average.firstView.aft,data.average.firstView.avgRun,data.average.firstView.basePageSSLTime,data.average.firstView.bigImageCount,data.average.firstView.bytesIn,data.average.firstView.bytesInDoc,data.average.firstView.bytesOut,data.average.firstView.bytesOutDoc,data.average.firstView.cached,data.average.firstView.chromeUserTiming.InteractiveTime,data.average.firstView.chromeUserTiming.domComplete,data.average.firstView.chromeUserTiming.domContentLoadedEventEnd,data.average.firstView.chromeUserTiming.domContentLoadedEventStart,data.average.firstView.chromeUserTiming.domInteractive,data.average.firstView.chromeUserTiming.domLoading,data.average.firstView.chromeUserTiming.fetchStart,data.average.firstView.chromeUserTiming.firstContentfulPaint,data.average.firstView.chromeUserTiming.firstImagePaint,data.average.firstView.chromeUserTiming.firstLayout,data.average.firstView.chromeUserTiming.firstMeaningfulPaint,data.average.firstView.chromeUserTiming.firstMeaningfulPaintCandidate,data.average.firstView.chromeUserTiming.firstPaint,data.average.firstView.chromeUserTiming.firstTextPaint,data.average.firstView.chromeUserTiming.loadEventEnd,data.average.firstView.chromeUserTiming.loadEventStart,data.average.firstView.chromeUserTiming.responseEnd,data.average.firstView.chromeUserTiming.unloadEventEnd,data.average.firstView.chromeUserTiming.unloadEventStart,data.average.firstView.connections,data.average.firstView.cpu.Idle,data.average.firstView.cpu.Paint,data.average.firstView.date,data.average.firstView.docTime,data.average.firstView.domComplete,data.average.firstView.domContentLoadedEventEnd,data.average.firstView.domContentLoadedEventStart,data.average.firstView.domElements,data.average.firstView.domInteractive,data.average.firstView.domLoading,data.average.firstView.domTime,data.average.firstView.effectiveBps,data.average.firstView.effectiveBpsDoc,data.average.firstView.final_base_page_request,data.average.firstView.firstContentfulPaint,data.average.firstView.firstImagePaint,data.average.firstView.firstLayout,data.average.firstView.firstMeaningfulPaint,data.average.firstView.firstPaint,data.average.firstView.firstTextPaint,data.average.firstView.fullyLoaded,data.average.firstView.fullyLoadedCPUms,data.average.firstView.fullyLoadedCPUpct,data.average.firstView.gzip_savings,data.average.firstView.gzip_total,data.average.firstView.image_savings,data.average.firstView.image_total,data.average.firstView.lastVisualChange,data.average.firstView.lighthouse.Accessibility,data.average.firstView.lighthouse.BestPractices,data.average.firstView.lighthouse.Performance,data.average.firstView.lighthouse.Performance.estimated-input-latency,data.average.firstView.lighthouse.Performance.first-contentful-paint,data.average.firstView.lighthouse.Performance.first-cpu-idle,data.average.firstView.lighthouse.Performance.first-meaningful-paint,data.average.firstView.lighthouse.Performance.interactive,data.average.firstView.lighthouse.Performance.speed-index,data.average.firstView.lighthouse.ProgressiveWebApp,data.average.firstView.lighthouse.SEO,data.average.firstView.loadEventEnd,data.average.firstView.loadEventStart,data.average.firstView.loadTime,data.average.firstView.maybeCaptcha,data.average.firstView.minify_savings,data.average.firstView.minify_total,data.average.firstView.optimization_checked,data.average.firstView.render,data.average.firstView.requests,data.average.firstView.requestsDoc,data.average.firstView.requestsFull,data.average.firstView.responses_200,data.average.firstView.responses_404,data.average.firstView.responses_other,data.average.firstView.result,data.average.firstView.run,data.average.firstView.score_cache,data.average.firstView.score_cdn,data.average.firstView.score_combine,data.average.firstView.score_compress,data.average.firstView.score_cookies,data.average.firstView.score_etags,data.average.firstView.score_gzip,data.average.firstView.score_keep-alive,data.average.firstView.score_minify,data.average.firstView.score_progressive_jpeg,data.average.firstView.server_rtt,data.average.firstView.smallImageCount,data.average.firstView.start_epoch,data.average.firstView.step,data.average.firstView.testStartOffset,data.average.firstView.test_run_time_ms,data.average.firstView.titleTime,data.average.firstView.visualComplete,data.average.firstView.visualComplete85,data.average.firstView.visualComplete90,data.average.firstView.visualComplete95,data.average.firstView.visualComplete99,data.bwDown,data.bwUp,data.completed,data.connectivity,data.from,data.fvonly,data.id,data.latency,data.location,data.mobile,data.plr,data.successfulFVRuns,data.summary,data.testUrl,data.tester,data.url,speedtracker.day,speedtracker.month,speedtracker.slug,speedtracker.week,speedtracker.year,statusCode,statusText,webPagetestVersion
24,2287,1803,1803.34,1803.3350000001,2487,1054,8986,1803.0,0,1,353.0,3,2542234,455289,102770,21895,0,,2386,2287,2287,2259,1070,22,1803,1922,1793,2275,2275,1803,1803.0,2393,2386,1339,1068,1068,36,11208,0,1551203502.490406,2386,2386,2287,2287,1366,2259,0,0,250367,341808.0,0,1803,1922,1793,2275,1803.3350000001,1803.0,11208,9539,36.4122137405,0,756475,279326,1790305,13000,0.47,0.64,0.56,229.8025,1877.501,9048.164,2330.908,13006.25,3699,0.23,0.73,2394,2386,2386,0,-1,-1,1,1800,130,19,130,109,1,20,99999,1,71,91,-1,85,-1,-1,100,100,-1,22,0,15,0,1,0,18979,0,5700,2500,2900,4900,4900,9000,9000,1551203445,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190226_NA_e68b57eb061c4af54d6ba4779fb30ddd,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190226_NA_e68b57eb061c4af54d6ba4779fb30ddd,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM02-06-192.168.10.74,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,26,2,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2278,1816,1816.0150000039998,1816.0100000023,2550,1097,6810,,0,1,369.0,2,2482513,459045,114407,26524,0,,2399,2277,2277,2256,1109,22,1816,1928,1805,2276,2276,1816,1816.0,2407,2399,1379,1108,1108,36,11412,0,1551248028.465318,2400,2400,2278,2278,1377,2256,0,0,240670,352298.0,0,1816,1929,1805,2277,1816.0100000023,1816.0,11412,9039,33.6810730253,15547,764114,224460,1720732,12900,0.47,0.64,0.6,128.982,1908.924,5381.445,2334.92,12067.518999999998,4255,0.23,0.73,2408,2400,2400,0,-1,-1,1,1800,119,20,119,102,1,16,99999,1,66,90,-1,87,-1,-1,98,100,-1,24,0,11,0,1,0,19204,0,5600,2900,4200,5000,5000,9000,9000,1551247989,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190227_PA_23b4a3c677da3c4e715a4bbac494c46a,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190227_PA_23b4a3c677da3c4e715a4bbac494c46a,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM01-08-192.168.10.66,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,27,2,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2403,1898,1898.9550000006,1898.9550000006,2627,1132,8616,1898.0,0,1,351.0,2,2499743,450530,108900,23850,0,,2531,2402,2402,2369,1142,11,1898,2384,1888,2384,2384,1898,1898.0,2544,2531,1434,1142,1141,36,11653,0,1551291704.684247,2531,2531,2403,2403,1380,2369,0,0,237595,322037.0,0,1899,2384,1889,2384,1898.9550000006,1899.0,11653,10169,37.3759647189,15547,765608,204805,1736086,13000,0.47,0.64,0.57,200.84675,2189.133,5646.949000000001,2189.136,13046.315000001001,4455,0.23,0.73,2545,2531,2531,0,-1,-1,1,1900,123,18,123,104,1,18,99999,1,68,90,-1,89,-1,-1,98,100,-1,24,0,12,0,1,0,19971,0,5400,2600,4400,4500,4500,9000,9000,1551291666,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190227_JN_a1cc66ec42cf53bd3d9885db867f7384,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190227_JN_a1cc66ec42cf53bd3d9885db867f7384,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM01-07-192.168.10.65,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,27,2,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2199,1767,1767.9600000047,1767.955000003,2502,1091,8543,1767.0,0,1,352.0,2,2479301,448231,109050,23890,0,,2337,2198,2198,2193,1102,10,1767,1895,1758,2218,2218,1767,1767.0,2339,2337,1352,1101,1101,36,10937,0,1551335814.889867,2337,2337,2199,2199,1376,2193,0,0,251807,359735.0,0,1768,1896,1758,2219,1767.955000003,1768.0,10937,8930,34.4521604938,15547,754507,204805,1727071,12800,0.36,0.64,0.53,309.189,1969.726,5544.534000000002,2567.685,17253.701,4703,0.23,0.73,2339,2337,2337,0,-1,-1,1,1800,122,18,122,103,1,18,99999,1,69,90,-1,89,-1,-1,98,100,-1,24,0,11,0,1,0,18603,0,5900,2300,4000,5700,5700,9000,9000,1551335750,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_5B_b1389edb266e87a977c9ee31b07ce5a8,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_5B_b1389edb266e87a977c9ee31b07ce5a8,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM04-04-192.168.10.92,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,28,2,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2359,1824,1824.8599999998999,1824.8599999998999,2681,1073,9170,1824.0,0,1,354.0,2,2487658,455691,112240,24045,0,8841.0,2464,2358,2358,2319,1085,17,1824,1945,1814,2360,2360,1824,1824.0,2472,2464,1360,1085,1085,37,12905,0,1551380002.274659,2464,2464,2359,2359,1368,2320,0,0,210248,327599.0,0,1825,1945,1814,2360,1824.8599999998999,1825.0,12905,11599,39.402173913,15547,763607,204805,1725831,14300,0.36,0.64,0.54,166.606,1961.719,5362.676,2564.518,17566.004,4678,0.23,0.73,2473,2464,2464,0,-1,-1,1,1800,137,19,137,111,1,25,99999,1,69,91,-1,89,-1,-1,98,100,-1,24,0,12,0,1,0,22322,0,6600,2500,4700,6200,6200,9000,9000,1551379971,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190228_DB_cce0837b44e34056af6e60dc3c2e600b,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190228_DB_cce0837b44e34056af6e60dc3c2e600b,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM03-05-192.168.10.84,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,28,2,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2448,1932,1932.2699999902,1932.2649999957998,2832,1106,9041,1932.0,0,1,352.0,2,2479848,448275,104224,23892,0,8790.0,2468,2448,2448,2436,1121,31,1932,2474,1921,2474,2474,1932,1932.0,2475,2468,1414,1120,1120,36,12291,0,1551424165.634516,2468,2468,2448,2448,1377,2436,0,0,221711,329129.0,0,1932,2475,1921,2475,1932.2649999957998,1932.0,12291,10189,35.7167893445,15547,754983,204805,1727168,14200,0.36,0.64,0.54,168.5288,2343.74,5363.19,2343.742,17008.557,4482,0.23,0.73,2475,2469,2468,0,-1,-1,1,2000,122,18,122,105,1,16,99999,1,69,90,-1,89,-1,-1,98,100,-1,24,0,11,0,1,0,20802,0,6000,2700,4400,5700,5700,9000,9000,1551424096,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190301_QB_a052f14ccfab9cffef7265436b84e618,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190301_QB_a052f14ccfab9cffef7265436b84e618,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM04-05-192.168.10.93,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,1,3,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2539,1924,1924.7849999992002,1924.7849999992002,2952,1200,9334,1924.0,0,1,352.0,2,2492775,450540,110918,23857,0,,2668,2539,2539,2495,1231,40,1924,2553,1903,2553,2553,1924,1924.0,2673,2668,1494,1230,1230,36,11373,0,1551468082.599006,2669,2669,2539,2539,1375,2496,0,0,245038,306698.0,0,1925,2553,1903,2553,1924.7849999992002,1925.0,11373,10519,39.7280966767,15547,758422,204805,1736146,12500,0.36,0.64,0.55,126.8244,1860.741,5334.773,2269.3520000000008,17063.912,4578,0.23,0.73,2673,2669,2669,0,-1,-1,1,2000,134,18,134,108,1,25,99999,1,69,90,-1,89,-1,-1,98,100,-1,24,0,11,0,1,0,19710,0,6500,2800,4700,6300,6300,9000,9000,1551468051,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190301_N3_f4c41dbe522eed5601cd82596235801f,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190301_N3_f4c41dbe522eed5601cd82596235801f,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM01-05-192.168.10.63,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,1,3,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2365,1946,1946.7199999926002,1946.7149999982,2811,1209,9202,1946.0,0,1,350.0,2,2496006,450546,108149,23836,0,,2459,2365,2364,2352,1222,19,1946,2076,1904,2375,2375,1946,1946.0,2464,2459,1498,1222,1222,36,12125,0,1551512183.517163,2460,2460,2365,2365,1404,2352,0,0,228655,360148.0,0,1947,2077,1905,2375,1946.7149999982,1947.0,12125,9859,34.6572934974,15547,758621,204805,1739323,13900,0.36,0.64,0.52,117.5338,1938.5420000000001,6838.3669999999975,2349.131,17093.717,4596,0.23,0.73,2465,2460,2460,0,-1,-1,1,2000,127,18,127,106,1,20,99999,1,69,90,-1,89,-1,-1,98,100,-1,24,0,11,0,1,0,20308,0,5800,4200,4200,4200,5600,9000,9000,1551512150,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190302_HS_a3b284c616098ea1241c11bb3780e1fc,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190302_HS_a3b284c616098ea1241c11bb3780e1fc,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM03-01-192.168.10.79,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,2,3,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2368,1794,1794.5400000026002,1794.5400000026002,2574,1057,8617,1794.0,0,1,349.0,2,2491554,450461,110711,23865,0,7060.0,2378,2367,2367,2265,1071,21,1794,1921,1777,2273,2273,1794,1794.0,2392,2378,1322,1071,1071,35,12632,0,1551600421.659043,2379,2379,2368,2368,1374,2266,0,0,215253,340742.0,0,1795,1921,1778,2273,1794.5400000026002,1795.0,12632,10109,34.623287671199996,15547,757806,204805,1735112,14000,0.36,0.64,0.55,140.86575,1850.7479999999998,5333.363,2309.665,16917.996,4467,0.23,0.73,2393,2379,2379,0,-1,-1,1,1800,137,18,137,110,1,26,99999,1,67,90,-1,89,-1,-1,98,100,-1,24,0,12,0,1,0,20842,0,6100,2500,4300,5800,5800,9000,9000,1551600348,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190303_EA_46daf553cb2939da6ab958f323682335,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190303_EA_46daf553cb2939da6ab958f323682335,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM04-03-192.168.10.91,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,3,3,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2203,1798,1798.0650000009,1798.0600000010004,2519,1090,8728,1798.0,0,1,362.0,2,2482362,448175,108607,23849,0,,2305,2202,2202,2197,1101,14,1798,1917,1785,2230,2230,1798,1798.0,2307,2305,1370,1100,1100,36,12023,0,1551644483.894492,2306,2306,2203,2203,1369,2197,0,0,227052,368564.0,0,1798,1918,1785,2231,1798.0600000010004,1798.0,12023,8720,31.4574314574,15547,755327,204805,1729285,13800,0.36,0.64,0.55,130.687,1900.944,5446.689,2297.538,17044.75,4577,0.23,0.73,2308,2306,2306,0,-1,-1,1,1800,123,18,123,104,1,18,99999,1,68,90,-1,89,-1,-1,98,100,-1,24,0,12,0,1,0,20238,0,5800,2400,4000,5500,5500,9000,9000,1551644446,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190303_PH_14c591c984d05bedb85e0875be6428a2,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190303_PH_14c591c984d05bedb85e0875be6428a2,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM01-07-192.168.10.65,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,3,3,bhphoto-browse,9,2019,200,Test Complete,18.1
24,2394,1902,1902.36,1902.36,2631,1075,9695,1902.0,0,1,354.0,2,2412268,450389,110071,27411,0,,2511,2394,2394,2356,1090,6,1902,1902,1884,1902,1902,1902,1902.0,2519,2511,1332,1089,1089,37,11004,0,1551688587.230666,2511,2511,2394,2394,1377,2357,0,0,242951,313641.0,0,1902,1902,1884,1902,1902.36,1902.0,11004,9789,37.9899107489,15547,755987,162536,1655997,13000,0.36,0.64,0.6,123.4048,1874.771,5370.099,2269.189,11007.963,4624,0.23,0.73,2520,2512,2511,0,-1,-1,1,1900,124,18,124,105,1,18,99999,1,64,90,-1,91,-1,-1,98,100,-1,27,0,12,0,1,0,19400,0,5800,2500,4200,5600,5600,9000,9000,1551688552,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190304_FX_9c86df94256b61359acdb354f2aa6798,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190304_FX_9c86df94256b61359acdb354f2aa6798,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM03-07-192.168.10.86,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,4,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2219,1737,1737.6450000001998,1737.6450000001998,2478,1113,8840,1737.0,0,1,347.0,2,2424531,451469,113257,27424,0,,2410,2219,2219,2191,1125,8,1737,1843,1727,2187,2187,1737,1737.0,2418,2410,1388,1124,1124,38,11692,0,1551732689.122103,2411,2411,2219,2219,1370,2191,0,0,229183,347818.0,0,1738,1844,1728,2188,1737.6450000001998,1738.0,11692,10520,38.4643510055,15547,759679,162536,1668498,13100,0.36,0.79,0.6,148.5433333333,1899.9070000000002,5411.776,2275.301,12971.555999998998,4054,0.23,0.73,2418,2411,2411,0,-1,-1,1,1800,119,18,119,105,0,14,0,1,67,91,-1,91,-1,-1,98,100,-1,27,0,11,0,1,0,19907,0,5200,2500,4500,4600,5200,9000,9000,1551732644,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190304_2W_44ddb416d829d029e638a44c03ba671d,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190304_2W_44ddb416d829d029e638a44c03ba671d,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM01-04-192.168.10.62,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,4,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2337,1863,1863.5399999985,1863.5349999968,2629,1127,7151,1863.0,0,1,350.0,2,2412576,446559,108048,27247,0,8641.0,2407,2337,2337,2292,1141,17,1863,1989,1841,2310,2310,1863,1863.0,2410,2407,1378,1140,1140,35,12188,0,1551776813.103783,2408,2408,2337,2337,1362,2292,0,0,218115,348601.0,0,1864,1989,1842,2310,1863.5349999968,1864.0,12188,9159,32.7728085868,15547,751836,162536,1660954,13900,0.36,0.79,0.55,204.75433333330002,1923.3229999999999,5268.848000000001,1923.326,16823.533,4687,0.23,0.73,2410,2408,2408,0,-1,-1,1,1900,113,17,113,100,0,13,0,1,66,90,-1,91,-1,-1,98,100,-1,27,0,11,0,1,0,20533,0,5600,2600,4100,5300,5300,9000,9000,1551776771,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190305_Z9_ed1a0916768332699c45e7f7d7818406,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190305_Z9_ed1a0916768332699c45e7f7d7818406,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM03-06-192.168.10.85,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,5,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2334,1865,1865.0149999994,1865.0149999994,2604,1134,6954,1865.0,0,1,353.0,1,1356812,446534,109861,27297,0,,2479,2334,2334,2030,1151,21,1865,2018,1852,2346,2346,1865,1865.0,2485,2479,1412,1150,1150,36,11065,0,1551820913.501043,2479,2479,2334,2334,1372,2030,0,0,136623,331995.0,0,1865,2018,1852,2347,1865.0149999994,1865.0,11065,8079,30.7809523809,15547,753555,136941,603465,12900,0.36,0.79,0.56,283.2715,2059.865,11039.919,2559.661,11039.919,3789,0.23,0.73,2486,2479,2479,0,-1,-1,1,1900,117,17,117,104,0,13,0,1,69,91,-1,78,-1,-1,98,100,-1,36,0,11,0,1,0,19258,0,5100,2600,4100,4300,4300,9000,9000,1551820845,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190305_JW_47701f9f1a22646cf6f69fa816fb2678,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190305_JW_47701f9f1a22646cf6f69fa816fb2678,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM02-08-192.168.10.76,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,5,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2384,1991,1991.0799999998,1991.0749999980999,2605,1237,8826,1991.0,0,1,353.0,1,1376578,448859,108680,27287,0,,2472,2383,2383,2011,1248,12,1991,1991,1970,1991,1991,1991,1991.0,2481,2473,1499,1247,1247,35,11042,0,1551864990.012907,2473,2473,2384,2384,1363,2012,0,0,140395,363154.0,0,1991,1991,1970,1991,1991.0749999980999,1991.0,11042,9589,37.113003096,15547,755590,136941,620182,13000,0.36,0.79,0.61,145.888,1924.494,8689.126,2356.199,10097.74,3562,0.23,0.73,2481,2473,2473,0,-1,-1,1,2000,129,17,129,107,0,22,0,1,69,90,-1,78,-1,-1,98,100,-1,36,0,12,0,1,0,19496,0,4500,2900,4300,4300,4400,9000,9000,1551864941,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190306_PJ_580ff5fdb7db84131f77181a410721aa,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190306_PJ_580ff5fdb7db84131f77181a410721aa,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM03-02-192.168.10.81,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,6,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2214,1820,1820.6449999998001,1820.6399999998998,2384,1062,8665,1820.0,0,1,351.0,1,1363412,454228,109525,27568,0,,2322,2213,2213,2174,1075,27,1820,1820,1805,1820,1820,1820,1820.0,2336,2323,1308,1074,1074,38,10781,0,1551909091.5304651,2323,2323,2214,2214,1374,2175,0,0,140283,360212.0,0,1821,1821,1806,1821,1820.6399999998998,1821.0,10781,10100,39.7168698388,15547,762691,136941,601028,12000,0.36,0.79,0.57,312.6825,1931.604,10947.719,2385.218,10947.719,3708,0.23,0.73,2337,2324,2323,0,-1,-1,1,1800,123,18,123,107,0,16,0,1,69,91,-1,78,-1,-1,98,100,-1,36,0,11,0,1,0,19023,0,4300,2400,4100,4100,4100,9000,9000,1551909041,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190306_0C_039e8a6683afc29d60d13291c89d72ee,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190306_0C_039e8a6683afc29d60d13291c89d72ee,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM03-05-192.168.10.84,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,6,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2455,1876,1876.3850000032,1876.3850000032,2620,1153,8631,1876.0,0,1,349.0,1,1374354,451506,110441,27531,0,,2473,2455,2455,2438,1174,17,1876,2021,1853,2465,2465,1876,1876.0,2478,2473,1426,1173,1173,37,11449,0,1551953306.848976,2474,2473,2455,2455,1368,2438,0,0,133484,341791.0,0,1876,2022,1853,2465,1876.3850000032,1876.0,11449,10600,39.0855457227,15547,763483,136941,614005,13300,0.36,0.79,0.57,184.1126,1876.525,11034.967,2324.452,11034.967,3655,0.23,0.73,2478,2473,2474,0,-1,-1,1,1900,124,18,124,106,0,18,0,1,68,90,-1,78,-1,-1,98,100,-1,36,0,12,0,1,0,20384,0,4900,2600,4700,4700,4700,9000,9000,1551953239,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190307_88_69cd453f95718639805cf244d56af8e3,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190307_88_69cd453f95718639805cf244d56af8e3,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM02-06-192.168.10.74,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,7,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2439,1792,1792.8000000010998,1792.8000000010998,2550,1108,8594,1792.0,0,1,380.0,1,1368717,454168,110569,28043,0,,2464,2439,2439,2313,1123,14,1792,1934,1779,2333,2333,1792,1792.0,2474,2464,1394,1122,1122,35,11122,0,1551997320.750667,2465,2465,2439,2439,1372,2314,0,0,136680,334685.0,0,1793,1934,1779,2334,1792.8000000010998,1793.0,11122,9230,35.4182655411,15547,765643,136941,603849,12200,0.36,0.79,0.58,295.0085,1895.927,10732.542,2405.079,10732.5419999981,3676,0.23,0.67,2474,2465,2465,0,-1,-1,1,1800,120,18,120,104,0,16,0,1,69,90,-1,78,-1,-1,98,100,-1,36,0,11,0,1,0,20055,0,4700,2600,4400,4400,4500,9000,9000,1551997275,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190307_A5_024ca2548e490756b81dffdfdcd8ea43,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190307_A5_024ca2548e490756b81dffdfdcd8ea43,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM03-08-192.168.10.87,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,7,3,bhphoto-browse,10,2019,200,Test Complete,18.1
24,2427,2011,2011.6850000013,2011.6799999995999,2967,1127,13287,2011.0,0,1,410.0,1,1373489,452152,116592,30716,0,,2438,2427,2427,2419,1143,16,2011,2011,1988,2011,2011,2011,2011.0,2440,2438,1402,1142,1142,35,11609,59,1552041436.1736028,2438,2438,2427,2427,1365,2419,0,0,130299,344890.0,0,2012,2012,1989,2012,2011.6799999995999,2012.0,11668,10760,39.070442992,16007,761031,136941,612664,13400,0.36,0.79,0.58,251.429,1952.856,10307.886,2536.494,10307.886,3703,0.23,0.67,2441,2438,2438,0,-1,-1,1,2100,119,18,119,105,0,14,0,1,68,91,-1,78,-1,-1,98,100,-1,36,0,11,0,1,0,20846,0,5000,3300,4700,4700,4800,9000,9000,1552041353,4G,"Dulles, VA - <b>Chrome</b> - <b>4G</b>",True,190308_GA_0285c0eec57a0b0aef67f65fc5c185ee,170,Dulles:Chrome,0,,1,https://www.webpagetest.org/results.php?test=190308_GA_0285c0eec57a0b0aef67f65fc5c185ee,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,VM04-07-192.168.10.95,https://www.bhphotovideo.com/c/browse/Photography/ci/989/N/4294538916,8,3,bhphoto-browse,10,2019,200,Test Complete,18.1
